id,type,proportion
606478,Sinker,50%
606478,Changeup,28.6%
606478,Slider,14.3%
606478,4-Seam Fastball,7.1%
641672,4-Seam Fastball,46.9%
641672,Changeup,25.2%
641672,Slider,20.6%
641672,Sinker,7.3%
664350,Changeup,26.7%
664350,Sinker,24%
664350,4-Seam Fastball,23.8%
664350,Slider,17.2%
664350,Curveball,8.4%
543853,NA,NA
446398,NA,NA
471803,NA,NA
642130,4-Seam Fastball,76.5%
642130,Slider,22.6%
642130,Changeup,0.9%
500902,NA,NA
500891,Sinker,58.8%
500891,Changeup,26.3%
500891,Slider,15%
670167,4-Seam Fastball,48.4%
670167,Curveball,34.5%
670167,Changeup,13.5%
670167,Sinker,3.6%
605521,Slider,53.2%
605521,4-Seam Fastball,44.2%
605521,Curveball,2.6%
641447,4-Seam Fastball,39%
641447,Slider,25.7%
641447,Changeup,20.3%
641447,Sinker,15%
489020,NA,NA
666120,4-Seam Fastball,46.9%
666120,Changeup,30.8%
666120,Curveball,20.8%
666120,Sinker,1.4%
666129,4-Seam Fastball,49.6%
666129,Curveball,30.7%
666129,Changeup,14.6%
666129,Slider,5.1%
667463,Sinker,59.7%
667463,Slider,18.3%
667463,Changeup,17.2%
667463,4-Seam Fastball,3.8%
667463,Curveball,1.1%
592244,NA,NA
676051,Sinker,63.1%
676051,Slider,24.9%
676051,Changeup,9.4%
676051,4-Seam Fastball,2.7%
621076,4-Seam Fastball,59.2%
621076,Slider,29.6%
621076,Sinker,5.6%
621076,Changeup,4.2%
621076,Curveball,1.4%
573009,Sinker,47.4%
573009,Curveball,45.6%
573009,Changeup,7%
543668,NA,NA
641302,4-Seam Fastball,22%
641302,Sinker,21.9%
641302,Changeup,17.9%
641302,Slider,15%
641302,Cutter,14.2%
641302,Curveball,9%
676886,4-Seam Fastball,37.5%
676886,Changeup,37.5%
676886,Slider,25%
448337,NA,NA
425466,NA,NA
663399,Slider,40.8%
663399,4-Seam Fastball,22.4%
663399,Sinker,22.4%
663399,Changeup,14.3%
501870,4-Seam Fastball,32.6%
501870,Slider,30.5%
501870,Curveball,23.2%
501870,Changeup,12.6%
501870,Sinker,1.1%
519003,NA,NA
543493,NA,NA
517059,Sinker,48.5%
517059,Curveball,30.3%
517059,Changeup,21.2%
543803,Cutter,38.6%
543803,Sinker,36.4%
543803,Curveball,13.6%
543803,Changeup,9.1%
543803,4-Seam Fastball,2.3%
593417,4-Seam Fastball,37.2%
593417,Sinker,24.8%
593417,Changeup,18.7%
593417,Slider,17.2%
593417,Curveball,2%
400141,NA,NA
656382,Slider,39.5%
656382,Sinker,34.2%
656382,4-Seam Fastball,26.3%
668687,Cutter,52.6%
668687,Curveball,46.9%
668687,Slider,0.5%
669145,4-Seam Fastball,51.4%
669145,Changeup,24.3%
669145,Slider,22.4%
669145,Curveball,1.9%
570702,Slider,46.5%
570702,Sinker,32.5%
570702,4-Seam Fastball,21%
660422,4-Seam Fastball,52.6%
660422,Changeup,31.6%
660422,Sinker,10.5%
660422,Slider,5.3%
543357,4-Seam Fastball,53.5%
543357,Slider,34.9%
543357,Curveball,9.3%
543357,Cutter,2.3%
663734,4-Seam Fastball,59.1%
663734,Changeup,18.9%
663734,Slider,13.6%
663734,Curveball,8.3%
400125,NA,NA
657766,4-Seam Fastball,32.9%
657766,Slider,27.5%
657766,Sinker,22.8%
657766,Changeup,16.8%
450864,NA,NA
571479,4-Seam Fastball,57.5%
571479,Slider,21.7%
571479,Changeup,20.8%
663642,NA,NA
451075,NA,NA
457761,NA,NA
592280,4-Seam Fastball,48.5%
592280,Slider,37.6%
592280,Changeup,13.9%
668941,Sinker,31.2%
668941,Slider,27.1%
668941,4-Seam Fastball,25.3%
668941,Changeup,16.5%
605138,4-Seam Fastball,49.4%
605138,Slider,23.4%
605138,Curveball,14.4%
605138,Changeup,12.1%
605138,Sinker,0.8%
657585,4-Seam Fastball,64.3%
657585,Slider,25.4%
657585,Cutter,7.5%
657585,Split Finger,2.8%
657770,4-Seam Fastball,37.3%
657770,Slider,29.4%
657770,Changeup,17.6%
657770,Sinker,15.7%
640448,Sinker,70.5%
640448,Slider,20.9%
640448,Split Finger,8.4%
640448,4-Seam Fastball,0.2%
664977,Sinker,61.2%
664977,Cutter,38.8%
608335,Sinker,32.9%
608335,Slider,31.3%
608335,4-Seam Fastball,28.8%
608335,Changeup,6.9%
641907,Sinker,57.7%
641907,Curveball,39.4%
641907,4-Seam Fastball,1.9%
641907,Slider,1%
456387,Knuckleball,70.2%
456387,4-Seam Fastball,23.1%
456387,Changeup,6.7%
663554,Sinker,26.9%
663554,4-Seam Fastball,25.4%
663554,Slider,19.7%
663554,Split Finger,17.9%
663554,Curveball,10.1%
425818,NA,NA
663474,4-Seam Fastball,53.1%
663474,Slider,20.2%
663474,Curveball,16.5%
663474,Changeup,10.2%
656793,4-Seam Fastball,57.2%
656793,Changeup,24.6%
656793,Slider,11.8%
656793,Curveball,6.4%
621114,4-Seam Fastball,58.1%
621114,Cutter,24.7%
621114,Slider,17.1%
600944,4-Seam Fastball,42.2%
600944,Changeup,25.8%
600944,Curveball,19.5%
600944,Slider,12.5%
664076,4-Seam Fastball,50%
664076,Curveball,30%
664076,Slider,20%
446341,NA,NA
429723,NA,NA
624418,4-Seam Fastball,48.2%
624418,Slider,17.6%
624418,Changeup,17.2%
624418,Curveball,17%
683232,4-Seam Fastball,67.5%
683232,Curveball,31.6%
683232,Sinker,0.9%
460257,NA,NA
656061,4-Seam Fastball,51.2%
656061,Changeup,23.3%
656061,Slider,18.6%
656061,Curveball,7%
429721,NA,NA
670912,4-Seam Fastball,56.1%
670912,Slider,29.7%
670912,Curveball,10.4%
670912,Changeup,3.8%
641656,4-Seam Fastball,74.7%
641656,Slider,21.7%
641656,Changeup,3.6%
622780,4-Seam Fastball,68.2%
622780,Slider,25.9%
622780,Changeup,5.9%
408052,NA,NA
621139,4-Seam Fastball,68.8%
621139,Changeup,23.9%
621139,Slider,7.3%
622088,Sinker,40.6%
622088,Slider,39.8%
622088,Curveball,16.7%
622088,Changeup,2.9%
672715,4-Seam Fastball,64.8%
672715,Changeup,17.8%
672715,Slider,17.5%
660546,4-Seam Fastball,66.7%
660546,Changeup,27.3%
660546,Curveball,6.1%
460580,NA,NA
434629,NA,NA
621129,Slider,37.3%
621129,4-Seam Fastball,29.7%
621129,Sinker,20.5%
621129,Changeup,12.4%
602928,4-Seam Fastball,43.9%
602928,Changeup,24.3%
602928,Slider,14.9%
602928,Cutter,6.8%
602928,Curveball,6.1%
602928,Sinker,4.1%
456421,NA,NA
570488,Changeup,48.9%
570488,Sinker,45.2%
570488,Slider,5.9%
600921,4-Seam Fastball,55.8%
600921,Slider,23.2%
600921,Changeup,20%
600921,Sinker,1.1%
469735,NA,NA
669211,4-Seam Fastball,62%
669211,Changeup,17.4%
669211,Curveball,10.4%
669211,Slider,10.2%
669064,4-Seam Fastball,52.6%
669064,Curveball,20.6%
669064,Changeup,17.5%
669064,Slider,9.3%
622256,NA,NA
543594,4-Seam Fastball,50%
543594,Changeup,18.3%
543594,Cutter,17.5%
543594,Curveball,11.8%
543594,Slider,2.4%
469834,NA,NA
677976,Sinker,43.9%
677976,Slider,35.3%
677976,Changeup,16.3%
677976,4-Seam Fastball,4.5%
503438,NA,NA
453301,NA,NA
657240,4-Seam Fastball,57.1%
657240,Changeup,17.6%
657240,Slider,15%
657240,Curveball,9.4%
657240,Sinker,0.9%
545348,4-Seam Fastball,34.1%
545348,Changeup,30.3%
545348,Sinker,30%
545348,Slider,5.6%
663903,Sinker,57.1%
663903,Slider,37.4%
663903,Changeup,4.7%
663903,4-Seam Fastball,0.7%
641739,4-Seam Fastball,43.5%
641739,Slider,38.8%
641739,Changeup,17.6%
641401,4-Seam Fastball,48.9%
641401,Changeup,35.3%
641401,Cutter,15.8%
501745,NA,NA
629498,4-Seam Fastball,60.3%
629498,Slider,37.9%
629498,Sinker,1.7%
642028,4-Seam Fastball,52.5%
642028,Changeup,23.2%
642028,Slider,22.4%
642028,Curveball,1.1%
642028,Sinker,0.8%
459439,NA,NA
663878,4-Seam Fastball,50.6%
663878,Slider,36.1%
663878,Changeup,6.8%
663878,Curveball,6.5%
594056,Slider,50.9%
594056,4-Seam Fastball,49.1%
451135,NA,NA
621294,4-Seam Fastball,51.4%
621294,Curveball,36%
621294,Changeup,12.6%
677651,4-Seam Fastball,53.7%
677651,Changeup,18.2%
677651,Slider,10.8%
677651,Cutter,9.9%
677651,Curveball,7.4%
490008,NA,NA
664337,4-Seam Fastball,33.1%
664337,Changeup,26.6%
664337,Curveball,21%
664337,Cutter,16.9%
664337,Slider,2.4%
672578,Sinker,40.8%
672578,Curveball,33.3%
672578,Changeup,15.3%
672578,4-Seam Fastball,10.6%
457751,NA,NA
670990,4-Seam Fastball,59.5%
670990,Slider,40%
670990,Sinker,0.5%
445090,NA,NA
502356,NA,NA
621592,4-Seam Fastball,46.6%
621592,Slider,37.6%
621592,Sinker,10.1%
621592,Changeup,5.8%
490313,NA,NA
605477,Sinker,52.1%
605477,Slider,37.5%
605477,4-Seam Fastball,10.4%
503483,NA,NA
669459,Slider,68%
669459,4-Seam Fastball,32%
664074,4-Seam Fastball,37%
664074,Curveball,23.8%
664074,Cutter,23.4%
664074,Sinker,7.9%
664074,Changeup,7.9%
593619,4-Seam Fastball,41.3%
593619,Sinker,37.5%
593619,Slider,18.8%
593619,Changeup,2.5%
594580,4-Seam Fastball,55.8%
594580,Slider,34%
594580,Changeup,8.2%
594580,Sinker,2%
477237,NA,NA
676596,Sinker,53.4%
676596,Slider,29.4%
676596,Changeup,15.5%
676596,4-Seam Fastball,0.9%
676596,Curveball,0.9%
573016,Sinker,38.1%
573016,Changeup,35.7%
573016,Slider,19%
573016,4-Seam Fastball,7.1%
627262,4-Seam Fastball,63.3%
627262,Slider,27.8%
627262,Sinker,5.1%
627262,Changeup,3.8%
596049,4-Seam Fastball,59.2%
596049,Changeup,23.3%
596049,Curveball,11.7%
596049,Slider,5.8%
433581,NA,NA
506988,NA,NA
641420,4-Seam Fastball,42.9%
641420,Slider,36.3%
641420,Changeup,13.7%
641420,Sinker,7.1%
668338,4-Seam Fastball,50%
668338,Cutter,23.7%
668338,Slider,13.2%
668338,Curveball,6.6%
668338,Sinker,6.6%
680692,4-Seam Fastball,54%
680692,Slider,20.4%
680692,Changeup,16.1%
680692,Curveball,9.5%
656686,4-Seam Fastball,62.6%
656686,Curveball,19.1%
656686,Changeup,11%
656686,Slider,7.3%
605428,Sinker,60.4%
605428,Changeup,17.7%
605428,Curveball,11.5%
605428,4-Seam Fastball,10.4%
448167,Sinker,57.9%
448167,Slider,26.9%
448167,Changeup,15.2%
629496,4-Seam Fastball,42.6%
629496,Changeup,25.1%
629496,Slider,18.5%
629496,Curveball,7.2%
629496,Sinker,6.2%
629496,Eephus,0.5%
656970,Changeup,36.9%
656970,4-Seam Fastball,33.2%
656970,Slider,16.8%
656970,Curveball,13.1%
656814,4-Seam Fastball,45%
656814,Slider,17.5%
656814,Changeup,13.8%
656814,Curveball,12.5%
656814,Sinker,11.3%
572728,Cutter,47.2%
572728,4-Seam Fastball,30.6%
572728,Changeup,11.5%
572728,Curveball,6.1%
572728,Sinker,4.7%
458669,NA,NA
665620,4-Seam Fastball,59.6%
665620,Changeup,16.9%
665620,Curveball,14.5%
665620,Slider,9%
425860,NA,NA
501627,Sinker,66.7%
501627,Slider,26.7%
501627,Changeup,6.7%
670550,4-Seam Fastball,49.2%
670550,Curveball,24.1%
670550,Slider,23%
670550,Changeup,3.7%
656004,4-Seam Fastball,57.1%
656004,Slider,38.8%
656004,Changeup,4.1%
660431,4-Seam Fastball,57.6%
660431,Slider,39.4%
660431,Changeup,3%
606944,4-Seam Fastball,79.5%
606944,Slider,19.3%
606944,Split Finger,1.2%
621366,Sinker,47.8%
621366,Slider,37.9%
621366,Changeup,14.3%
670056,4-Seam Fastball,74.5%
670056,Slider,12.3%
670056,Curveball,12.3%
670056,Sinker,0.6%
670056,Changeup,0.3%
650668,4-Seam Fastball,52.2%
650668,Curveball,21%
650668,Slider,17.1%
650668,Changeup,9.8%
621593,4-Seam Fastball,58.8%
621593,Curveball,35.3%
621593,Changeup,5.9%
451783,4-Seam Fastball,72.5%
451783,Slider,26.9%
451783,Curveball,0.6%
660494,4-Seam Fastball,48.3%
660494,Changeup,28.5%
660494,Curveball,19.8%
660494,Slider,3.3%
642578,4-Seam Fastball,59%
642578,Slider,17.9%
642578,Changeup,12.8%
642578,Curveball,10.3%
591672,4-Seam Fastball,60%
591672,Curveball,20%
591672,Changeup,20%
542235,NA,NA
